APO Catalog,,,,,,20041,,,,,,,Cernis-52,,,,,,,23180,,,,,,,281159,,,,,,,23512,,,,,,,24534,,,,,,,24912,,,,,,,28482,,,,,,,37061,,,,,,,37903,,,,,,,43384,,,,,,,147084,,,,,,,147889,,,,,,,148579,,,,,,,166734,,,,,,,168625,,,,,,,175156,,,,,,,183143,,,,,,,190603,,,,,,,194279,,,,,,,Cyg-OB2-5,,,,,,,Cyg-OB2-12,,,,,,,204827,,,,,,,206267,,,,,,,223385,,,,,,
idx,Wav,FWHM,FWHM,xm2,xm2,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result
,A,km/s,A,km/s,A,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,
136,5769.91 ,25.32 ,0.49 ,10.67 ,0.21 ,,,1,1.1,,,L,,,1,4,,,L,5769.95,0.4,,2.8,0.2,0.23,D,5769.92,0.54,,2.4,0.2,0.18,D,,,1,0.3,,,L,5769.84,0.6,,2.7,0.3,0.19,D,5769.91,0.66,,2.1,0.1,0.22,D,,,1,2,,,L,,,1,0.5,,,L,,,1,0.5,,,L,5769.85,0.49,,2.9,0.1,0.17,D,5769.98,0.29,,5.3,0.6,0.16,D,5769.75,0.61,,4.3,0.8,0.2,D,5769.75,0.61,,4.3,0.8,0.2,D,5769.93,0.65,,8,0.3,0.24,D,,,1,4.6,,,L,5769.92,0.57,,2.5,0.2,0.21,D,5769.94,0.68,,2.8,0.2,0.25,D,,,1,1.8,,,L,5769.93,0.15,,5.5,0.2,0.21,D,5769.86,0.63,,7.3,0.4,0.21,D,5769.9,0.54,,5.5,0.5,0.18,D,5769.95,0.4,,4.6,0.2,0.18,D,5769.92,0.2,,2,0.1,0.19,D,5769.94,0.21,,2.6,0.1,0.27,D
137,5772.63 ,63.69 ,1.23 ,26.44 ,0.51 ,5772.5,1.06,,5.3,0.6,0.31,D,,,1,10.2,,,L,,,1,3.6,,,L,5772.81,1.25,,9.9,0.7,0.59,D,,,1,0.9,,,L,,,1,1.7,,,L,5772.89,0.93,,5.2,0.9,0.53,D,5772.92,1.73,,8.1,1.9,0.51,D,,,,,,,R,,,1,1.8,,,L,5772.43,1.04,,10.2,1.8,0.38,D,,,,,,,R,,,1,6.1,,,L,,,1,6.1,,,L,5772.65,1.13,,34.6,1.1,0.74,D,5772.65,2.22,,33.9,2.4,0.75,D,5772.81,1.9,,6.6,0.4,0.6,D,5772.58,0.86,,15.3,0.7,0.4,D,5772.65,1.24,,17.7,1.8,0.67,D,5772.74,1.62,,29.4,1.2,0.54,D,5772.72,1.02,,22.8,2.5,0.74,D,5772.42,1.01,,29.8,1.1,0.51,D,5772.67,0.85,,3.2,0.3,0.3,D,5772.34,0.81,,4.4,1.1,0.35,D,5772.54,1.05,,18,0.4,0.56,D
138,5775.91 ,51.65 ,0.99 ,21.85 ,0.42 ,5775.99,0.99,,10.4,0.8,0.5,D,,,1,7.7,,,L,5775.79,1.26,,6.1,1,0.46,D,5775.91,1,,6.5,0.4,0.4,D,,,1,1.8,,,L,5775.98,0.91,,4.1,0.5,0.42,D,5775.87,0.58,,1.7,0.1,0.24,D,,,1,4.4,,,L,,,1,1.2,,,L,,,1,1.3,,,L,5775.99,0.84,,10.5,1.2,0.52,D,5775.97,0.54,1,6.7,1.2,0.23,C,,,1,5.4,,,L,,,1,5.4,,,L,5775.96,0.96,,13.7,1.4,0.38,D,5775.88,0.98,,19.7,1.4,0.45,D,5775.81,1.2,,4.8,0.5,0.39,D,5775.89,0.89,,15.1,0.4,0.32,D,5776.06,1.08,,8.5,0.6,0.55,D,5775.89,1.53,,31.1,3.4,0.63,D,5776.04,1.03,,23.6,0.8,0.52,D,5775.8,1,,21.9,0.7,0.37,D,5775.85,0.84,,6.6,0.3,0.4,D,5775.82,0.71,,3.2,0.5,0.31,D,5776,1.14,,8.6,0.4,0.39,D
139,5779.59 ,123.05 ,2.37 ,227.87 ,4.39 ,5779.77,2.15,1,894.6,20.9,4.07,C,5781.85,2.37,,335.5,40.2,2.45,D,5778.63,2.15,,233.3,9.7,5.84,D,5779.36,2.39,,683,10.6,4.74,D,5781.09,3.3,,124.4,6,3.57,D,5779.19,2.18,,201.6,6.8,4.65,D,5779.47,2.12,,353.8,9.3,4.58,D,5780.77,1.94,1,241.9,15.2,2.51,C,5780.12,2.58,,360.9,13,4.58,D,5780.35,2.81,,349.7,9.5,4.73,D,5779.33,2.26,,881.1,15.8,4.64,D,5779.9,1.71,1,465,28.4,4.46,C,5781.27,2.13,1,183.7,14.7,2.54,C,5781.27,2.13,1,183.7,14.7,2.54,C,5779.12,2.32,,1330.9,16.6,4.66,D,5780.56,2.35,,1455.9,25.3,3.4,D,5780.21,2.07,1,252.6,16.7,2.99,C,5779.4,2.35,,1498.8,11.8,4.32,D,5779.08,2.32,,721.3,15.2,4.4,D,5779.15,2.26,,929.2,24,5.15,D,5778.89,2.34,,1467.1,41.3,4.4,D,5780.29,2.29,,1373,37,3.25,D,5778.07,2.15,,517.1,11.3,5.22,D,5779.04,2.3,,446.6,10.8,4.31,D,5780.28,2.44,1,923.8,24,3.08,C
140,5780.64 ,108.61 ,2.09 ,47.46 ,0.91 ,5780.4,1.9,1,411.7,3.6,0.78,C,5780.51,1.88,,138.3,7.4,0.7,D,5780.5,1.98,,93.8,2.7,0.93,D,5780.7,2.13,1,301,1.7,0.91,C,5780.57,2.01,,33.6,1.7,1.08,D,5780.45,1.92,,86.6,1.5,0.84,D,5780.66,2,,199.1,0.8,0.92,D,5780.46,1.93,1,184.1,3.2,0.84,C,5781,2.31,,177,1.2,1.02,D,5781.02,2.41,,154.8,2.3,1.03,D,5780.5,2.09,,446.2,1.4,0.88,D,5780.56,1.4,1,198.5,3.3,0.81,C,5780.58,1.92,1,121.3,3.7,0.83,C,5780.58,1.92,1,121.3,3.7,0.83,C,5780.69,2.13,,685.2,1.5,0.88,D,5780.5,2.14,,792.3,4.1,0.89,D,5780.46,1.89,1,139.7,1.9,0.83,C,5780.73,2.14,,773.1,2.5,0.91,D,5780.69,2.11,,371.2,2.1,0.92,D,5780.49,2.14,,508.1,3.7,0.94,D,5780.62,2.15,,769.8,1.3,0.91,D,5780.57,2.15,,811.7,3.6,0.91,D,5780.58,2.02,,252.3,1.6,0.9,D,5780.66,2.12,,235,1.3,0.96,D,5780.56,2.21,1,502.2,2.1,0.88,C
141,5785.00 ,50.90 ,0.98 ,18.31 ,0.35 ,,,,,,,R,,,1,4.1,,,L,5784.99,1.05,,3.6,0.5,0.42,D,5784.95,1.14,,9.1,0.3,0.43,D,5784.93,0.69,,1.3,0.3,0.23,D,5785.07,0.61,,3.2,0.8,0.26,D,5784.82,1.04,,3.9,0.2,0.34,D,,,1,3.3,,,L,,,1,1,,,L,,,1,1.4,,,L,5784.92,0.65,,3.9,0.3,0.22,D,5785.32,0.94,,11.4,0.8,0.29,D,5785.02,1.16,,7.5,0.7,0.38,D,5785.02,1.16,,7.5,0.7,0.38,D,5785.09,0.98,,19.3,0.9,0.4,D,5784.82,1.59,,26.5,1.5,0.49,D,5785.19,0.76,,2.7,0.5,0.3,D,5784.98,0.96,,13.6,0.3,0.36,D,5785.05,0.8,,5,0.3,0.27,D,5784.87,1.41,,5,0.8,0.39,D,5784.86,1.27,,17.8,0.8,0.42,D,5784.84,1.04,,16.8,1.2,0.41,D,5785.06,0.68,,7.3,0.4,0.38,D,5784.89,1.04,,6.1,0.2,0.36,D,5785.35,0.97,,3.1,0.6,0.32,D
142,5788.70 ,123.04 ,2.37 ,42.65 ,0.82 ,5788.76,0.9,,10.2,1.1,0.64,D,,,1,16.8,,,L,,,1,4,,,L,5788.39,2.02,,12.2,1.4,0.86,D,,,1,2.5,,,L,5788.01,2.84,,5,1.5,1.06,D,5788.79,2.31,,10.4,1,0.84,D,5789.38,2.77,,16.6,2.3,0.96,D,5788.87,3.54,,14.7,1.1,1.11,D,5788.79,2.93,,11.5,1.1,0.85,D,5788.42,1.89,1,21.1,1.6,0.83,C,,,1,5.1,,,L,,,1,7.6,,,L,,,1,7.6,,,L,5789.37,1.26,,10,1,0.48,D,,,1,21.3,,,L,,,1,2.9,,,L,5788.73,2.25,,42,1.1,0.91,D,5788.48,1.98,,9.4,1.6,0.63,D,5788.49,1.56,,17.9,3.2,0.56,D,5788.39,2.41,,18.3,1.8,0.88,D,5788.93,1.39,,19.4,4.4,0.48,D,5788.89,3.21,,9.4,0.9,0.94,D,5788.15,2.75,,8.5,1.1,0.79,D,5788.73,3.03,,25.8,0.5,0.99,D
143,5793.24 ,49.56 ,0.96 ,18.62 ,0.36 ,5793.12,1.11,,10.6,0.6,0.39,D,5793.02,1.21,1,10.9,2.3,0.35,C,5793.12,0.8,,4.1,0.7,0.26,D,5793.23,1.06,,11.6,0.9,0.35,D,,,1,1.5,,,L,5793.19,0.71,,6.2,0.5,0.31,D,5793.29,0.89,,3.1,0.4,0.32,D,5792.99,0.63,,2.9,0.9,0.21,D,,,1,1,,,L,,,1,1.9,,,L,5793.13,0.86,,8.8,0.6,0.34,D,,,,,,,R,5793.39,0.96,,5.4,0.7,0.36,D,5793.39,0.96,,5.4,0.7,0.36,D,5793.31,0.85,,23.1,0.3,0.35,D,5793.2,1.23,,31.9,1.5,0.48,D,5793.22,0.74,,6.5,0.8,0.31,D,5793.3,1.17,,17.7,0.5,0.38,D,5793.23,1.5,,11.2,0.4,0.45,D,5793.27,0.29,,13.4,1.4,0.45,D,5793.42,1.31,,27.5,1.3,0.41,D,5793.25,1.11,,25.9,1.5,0.41,D,5793.24,0.82,,20.1,0.4,0.34,D,5793.16,0.89,,5.6,0.4,0.3,D,5793.39,1.31,,12.7,0.4,0.39,D
144,5795.21 ,73.44 ,1.42 ,27.60 ,0.53 ,5795.29,1.17,1,33.5,0.6,0.56,C,,,1,4.5,,,L,,,1,1.5,,,L,5795.06,1.77,,16.6,1.2,0.52,D,,,1,2,,,L,5795.24,1.13,,3.9,0.5,0.41,D,5795.4,1.6,,7.6,0.6,0.48,D,,,1,4.9,,,L,5795.19,1.33,,8.6,0.4,0.66,D,5795.39,1.75,,4.2,0.6,0.55,D,5795.07,1.23,,29.1,0.8,0.6,D,5795.09,1.55,,16.5,0.9,0.58,D,,,1,4.1,,,L,,,1,4.1,,,L,5795.24,1.04,,22.5,0.2,0.48,D,5795.12,0.3,,44.2,2.2,0.5,D,5795.26,1.72,,12.3,0.8,0.59,D,5795.31,1.82,,56.9,0.6,0.56,D,5795.19,1.76,,31.9,0.8,0.57,D,5795.03,1.32,,33.1,1.9,0.5,D,5795.21,1.77,,60.8,1.4,0.5,D,5795.21,1.38,,42.5,1,0.51,D,5795.36,1.27,,10.8,0.4,0.41,D,5795.19,1.9,,10,1,0.56,D,5795.4,0.81,1,45.8,0.9,0.61,C
145,5797.18 ,45.84 ,0.89 ,23.41 ,0.45 ,5797.06,0.86,,137.4,1.1,0.46,D,5797.14,0.76,,126.3,2.5,0.38,D,5797.11,0.67,,58.9,0.3,0.38,D,5797.17,0.84,,105.9,0.6,0.44,D,5797.27,0.98,,9.7,0.5,0.39,D,5797.14,0.72,,65.3,0.6,0.42,D,5797.14,0.74,,46.6,0.4,0.38,D,5797.12,0.7,,47.9,1.1,0.32,D,5797.3,1.32,,19.9,0.9,0.52,D,5797.39,1.03,,23.2,0.7,0.63,D,5797.09,0.84,,144.1,0.9,0.43,D,5797.34,1.3,,76.9,3.3,0.52,D,5797.18,0.81,,51,2.1,0.41,D,5797.18,0.81,,51,2.1,0.41,D,5797.19,0.85,,288.3,0.3,0.42,D,5797.07,0.86,,232.9,2.7,0.46,D,5797.18,0.8,,80.2,1.2,0.48,D,5797.25,0.96,,235.9,0.9,0.49,D,5797.21,1,,107.9,1.2,0.51,D,5797.04,0.9,,175.3,1.8,0.51,D,5797.18,0.91,,244.6,0.7,0.45,D,5797.15,0.88,,300,0.4,0.45,D,5797.15,0.75,,192.9,0.5,0.42,D,5797.17,0.83,1,85.6,0.4,0.42,C,5797.2,1,1,127.4,1.2,0.49,C
146,5801.47 ,115.63 ,2.24 ,39.92 ,0.77 ,,,,,,,R,,,1,5.7,,,L,5801.49,1.06,,4,0.7,0.77,D,5801.49,2.89,,8.1,1,0.8,D,,,1,3.3,,,L,,,,,,,R,,,,,,,R,,,1,6.4,,,L,,,1,3.8,,,L,,,1,2.5,,,L,,,1,2.9,,,L,,,1,25.3,,,L,,,1,3,,,L,,,1,3,,,L,,,,,,,R,5801.27,3,,31.3,3.2,0.86,D,,,,,,,R,,,,,,,R,,,1,3.7,,,L,,,1,5.4,,,L,,,,,,,R,5801.69,2.45,,52.5,2.8,0.84,D,,,,,,,R,,,,,,,R,,,1,4.1,,,L
147,5806.60 ,23.21 ,0.45 ,8.86 ,0.17 ,,,,,,,R,,,1,2.2,,,L,5806.57,0.75,,1.5,0.1,0.24,D,,,1,0.9,,,L,5806.7,0.36,,0.7,0.2,0.12,D,5806.54,0.42,,1,0.1,0.15,D,,,1,1.3,,,L,5806.61,0.21,,2.6,0.6,0.2,D,,,1,0.7,,,L,,,1,1,,,L,5806.6,0.71,,3.7,0.2,0.24,D,,,,,,,R,,,1,1.3,,,L,,,1,1.3,,,L,5806.65,0.41,,2.7,0.2,0.17,D,5806.58,0.7,,5.1,0.3,0.23,D,,,,,,,R,,,1,0.5,,,L,5806.67,0.41,,1.1,0.2,0.18,D,5806.48,0.3,,1.9,0.3,0.17,D,5806.61,0.48,,3.6,0.5,0.16,D,5806.54,0.34,1,3.3,0.4,0.12,C,5806.59,0.34,,1.9,0.3,0.12,D,5806.61,0.34,,1.4,0.4,0.12,D,,,,,,,R
148,5809.25 ,60.55 ,1.17 ,23.69 ,0.46 ,5809.13,1.34,,19.8,0.6,0.56,D,,,1,6.8,,,L,5809.22,1.25,,5.3,0.4,0.42,D,5809.04,0.7,,3.3,0.8,0.25,D,,,1,1.3,,,L,,,1,2.8,,,L,,,,,,,R,,,1,2.1,,,L,5809.23,1.36,,3,0.6,0.43,D,,,1,2.3,,,L,5809.36,1.09,,17,1,0.57,D,,,,,,,R,5809.37,0.93,,8.8,1,0.41,D,5809.37,0.93,,8.8,1,0.41,D,5809.51,1.54,,36.9,1,0.57,D,5809.21,1.03,,17.1,1.3,0.37,D,5809.22,1.01,,6.4,1.1,0.45,D,5809.41,1.35,,31,2.4,0.55,D,5809.29,1.47,,13.8,0.6,0.47,D,5809.17,1.24,,20.8,0.9,0.54,D,5809.28,1.07,,19.1,2.5,0.42,D,5809.19,1.27,,27.4,1.4,0.48,D,5809.23,1.12,,7.9,0.4,0.42,D,,,,,,,R,5809.33,1.31,,18.9,2.3,0.6,D
149,5811.96 ,72.78 ,1.41 ,23.89 ,0.46 ,,,,,,,R,,,1,5.6,,,L,,,1,0.6,,,L,,,1,2,,,L,,,1,0.8,,,L,,,1,2.1,,,L,,,,,,,R,,,1,5.1,,,L,5812.26,1.94,,4.1,0.2,0.57,D,,,1,1.5,,,L,5812.03,1.85,,11.2,0.2,0.53,D,,,1,4.9,,,L,,,1,1.9,,,L,,,1,1.9,,,L,,,,,,,R,5811.68,1.33,,5.3,1.1,0.4,D,,,1,2.3,,,L,5811.82,0.97,1,15.7,0.5,0.44,C,5811.84,1.19,,7.8,0.7,0.44,D,5811.7,1.67,,10.6,0.9,0.49,D,,,,,,,R,5811.93,1.14,,20.9,1.3,0.52,D,,,,,,,R,,,,,,,R,,,1,2.6,,,L
150,5814.28 ,25.63 ,0.50 ,10.10 ,0.20 ,,,,,,,R,,,1,2.7,,,L,5814.24,0.53,,1.2,0.3,0.17,D,5814.41,0.47,,2.1,0.5,0.22,D,,,1,0.5,,,L,,,1,1.7,,,L,,,,,,,R,,,1,2,,,L,,,1,0.5,,,L,,,1,0.3,,,L,5814.52,0.42,,1.2,0.3,0.14,D,,,,,,,R,,,1,1.9,,,L,,,1,1.9,,,L,5814.34,0.52,,6.2,0.6,0.19,D,5814.26,0.61,,5.6,0.5,0.21,D,,,1,1.2,,,L,5814.26,0.52,1,3.5,0.2,0.21,C,5814.15,0.65,,1,0.3,0.21,D,5814.25,0.58,,2.2,0.2,0.21,D,5814.19,0.62,,5.3,1,0.21,D,5814.27,0.39,,3,0.6,0.14,D,5814.25,0.5,,3.5,0.2,0.17,D,5814.31,0.18,,1.6,0.2,0.24,D,,,,,,,R
151,5815.72 ,34.28 ,0.66 ,13.53 ,0.26 ,5815.64,0.59,,2.7,0.4,0.27,D,,,1,3.1,,,L,5815.63,0.56,,1.1,0.3,0.17,D,5815.65,0.53,,3.2,0.5,0.3,D,,,1,0.8,,,L,,,1,2.3,,,L,,,,,,,R,,,1,2.7,,,L,5815.9,1.1,,1.8,0.3,0.33,D,,,1,1.8,,,L,,,1,0.9,,,L,,,1,2.2,,,L,,,1,2.6,,,L,,,1,2.6,,,L,,,1,1.2,,,L,5815.62,0.71,,7.2,0.6,0.26,D,5815.74,0.53,,2.1,0.3,0.24,D,5815.79,0.6,,3.7,0.2,0.27,D,5815.87,0.97,,2,0.6,0.3,D,5815.62,0.61,,2.6,0.2,0.25,D,,,1,2.6,,,L,5815.8,0.72,,4.5,0.6,0.29,D,5815.75,0.57,,5.7,0.4,0.22,D,5815.62,0.54,,2.9,0.3,0.24,D,,,1,2.8,,,L
152,5818.74 ,27.84 ,0.54 ,10.96 ,0.21 ,5818.78,0.88,,3.2,0.4,0.27,D,5818.57,0.32,,4.5,0.6,0.17,D,5818.7,0.44,,2.1,0.3,0.17,D,5818.69,0.55,,3.1,0.5,0.2,D,,,1,0.6,,,L,5818.67,0.67,,3.1,0.5,0.23,D,,,1,1.6,,,L,,,1,1.6,,,L,5818.78,0.77,,1.2,0.2,0.25,D,,,1,1,,,L,5819.04,0.78,,7.7,0.4,0.27,D,,,1,2.1,,,L,5818.69,0.45,,2.8,0.6,0.16,D,5818.69,0.45,,2.8,0.6,0.16,D,5818.81,0.65,,9.5,0.3,0.23,D,5818.75,0.29,,6.9,0.6,0.29,D,,,,,,,R,5818.87,0.54,,3.1,0.3,0.24,D,,,1,1.1,,,L,,,,,,,R,5818.69,0.41,,5.9,0.5,0.17,D,5818.76,0.41,1,10,0.9,0.19,C,5818.73,0.58,1,8.7,0.5,0.22,C,5818.65,0.37,,1.9,0.3,0.15,D,5818.79,0.44,,3,0.3,0.2,D
153,5821.15 ,22.12 ,0.43 ,8.63 ,0.17 ,5821.14,0.6,,1.8,0.3,0.19,D,,,1,1.8,,,L,5821.16,0.38,,1.2,0.2,0.16,D,5821.17,0.39,,1.8,0.3,0.18,D,,,1,0.3,,,L,,,1,1,,,L,,,1,0.6,,,L,,,1,1.5,,,L,,,1,0.6,,,L,5820.87,0.5,,0.8,0.1,0.18,D,,,1,0.8,,,L,,,1,2.4,,,L,,,1,1.9,,,L,,,1,1.9,,,L,5821.24,0.44,,5.4,0.2,0.19,D,,,1,1.1,,,L,5821.16,0.33,,0.8,0.2,0.11,D,,,1,1.2,,,L,,,1,0.9,,,L,5821.09,0.56,,1.6,0.4,0.19,D,5821.14,0.48,,2,0.3,0.16,D,,,1,0.5,,,L,5821.2,0.31,,2.2,0.3,0.14,D,5821.14,0.62,,1.9,0.1,0.19,D,5821.23,0.18,,1.7,0.3,0.17,D
154,5828.50 ,40.12 ,0.78 ,15.76 ,0.31 ,,,1,2.6,,,L,5828.41,0.91,,13.6,1.9,0.41,D,5828.42,0.74,,7.4,0.8,0.35,D,5828.42,0.73,,6.8,0.3,0.31,D,5828.19,0.58,,0.9,0.2,,D,5828.54,0.51,,2.6,0.5,0.2,D,5828.49,0.57,,1.9,0.5,0.21,D,,,1,1.9,,,L,,,1,0.8,,,L,,,1,0.8,,,L,5828.7,0.64,,5.2,0.6,0.27,D,,,1,9.2,,,L,5828.44,1.12,,6.2,0.9,0.35,D,5828.44,1.12,,6.2,0.9,0.35,D,5828.58,0.67,,12.8,0.6,0.25,D,5828.5,0.83,,11.7,1,0.29,D,5828.29,1.19,,10.5,0.5,0.48,D,5828.54,0.9,,12.2,0.5,0.4,D,5828.58,0.91,,4.3,0.4,0.33,D,5828.37,0.71,,8.2,0.8,0.27,D,5828.54,0.65,,13.3,0.9,0.33,D,5828.5,0.7,,20.6,0.7,0.31,D,5828.52,0.71,,11.7,0.3,0.26,D,5828.49,0.73,,4.9,0.6,0.25,D,5828.82,1.07,,9.1,0.5,0.31,D
155,5838.04 ,27.43 ,0.53 ,9.76 ,0.19 ,,,1,1,,,L,,,1,2.6,,,L,,,1,1,,,L,5838.03,0.33,,1.2,0.3,0.11,D,,,1,0.7,,,L,,,1,1.4,,,L,,,1,0.7,,,L,5838.15,0.95,,6.2,0.7,0.28,D,,,1,0.6,,,L,,,1,0.9,,,L,5838.27,0.27,,1,0.3,0.11,D,,,1,1.8,,,L,5838.03,0.94,,4.9,0.4,0.29,D,5838.03,0.94,,4.9,0.4,0.29,D,5838.01,0.44,,2.7,0.4,0.16,D,5837.99,0.58,,3.4,0.5,0.18,D,5837.94,0.47,,2,0.2,0.22,D,5838.12,0.53,,2.2,0.1,0.18,D,,,1,0.9,,,L,5837.95,0.39,,1.9,0.5,0.16,D,5837.97,0.45,,2.9,0.3,0.2,D,5838.03,0.45,,4.9,0.8,0.14,D,5837.94,0.43,1,7.6,0.3,0.25,C,5838.02,0.52,,2.2,0.2,0.23,D,,,1,1.4,,,L
156,5839.00 ,23.81 ,0.46 ,8.28 ,0.16 ,,,1,0.5,,,L,,,1,3.6,,,L,5839,0.42,,0.9,0.2,0.13,D,,,1,0.7,,,L,,,1,0.7,,,L,,,1,1,,,L,,,1,0.4,,,L,5839.02,0.61,,4.7,0.3,0.21,D,,,1,0.7,,,L,,,1,0.7,,,L,,,1,1.5,,,L,,,1,3.1,,,L,5838.95,0.34,,1.7,0.4,0.14,D,5838.95,0.34,,1.7,0.4,0.14,D,5839.09,0.52,,2.2,0.3,0.18,D,5838.88,0.84,,3.5,0.5,0.25,D,5839.02,0.24,,2.1,0.3,0.12,D,5839.17,0.35,,0.9,0.2,0.11,D,,,1,0.5,,,L,,,1,0.9,,,L,,,1,0.6,,,L,,,1,2.4,,,L,5839.02,0.35,,1.5,0.3,0.13,D,,,1,1.1,,,L,,,1,0.5,,,L
157,5840.65 ,24.98 ,0.49 ,10.08 ,0.20 ,5840.56,0.5,,2.2,0.3,0.18,D,5840.62,0.59,,6.4,1,0.21,D,5840.69,0.47,,3.2,0.1,0.26,D,5840.6,0.49,,2,0.3,0.14,D,,,1,0.7,,,L,5840.7,0.6,,4,0.5,0.24,D,5840.61,0.49,,1.5,0.1,0.21,D,5840.71,0.53,,2,0.1,0.17,D,,,1,0.7,,,L,,,1,0.8,,,L,5840.81,0.46,,3.6,0.2,0.21,D,5840.66,0.48,,2.8,0.5,0.15,D,,,1,1.2,,,L,,,1,1.2,,,L,5840.68,0.58,,11.8,0.3,0.26,D,5840.64,0.43,,5.5,0.6,0.15,D,5840.61,0.4,,2.3,0.4,0.18,D,5840.63,0.44,,2.8,0.3,0.19,D,,,1,0.5,,,L,5840.67,0.44,,3.8,0.5,0.19,D,5840.65,0.52,,3.7,0.5,0.21,D,5840.61,0.41,,6.7,0.6,0.19,D,5840.67,0.54,,9.5,0.2,0.23,D,5840.6,0.36,,1.2,0.3,0.12,D,,,1,2.1,,,L
158,5842.28 ,48.82 ,0.95 ,19.84 ,0.39 ,,,,,,,R,,,1,6.8,,,L,5842.3,1.09,,3.8,0.8,0.35,D,5842.16,1.43,,5.6,0.8,0.42,D,,,1,1.6,,,L,,,1,2.9,,,L,5842.37,1.72,,4.6,0.7,0.51,D,,,,,,,R,,,1,2,,,L,,,1,2.3,,,L,5842.6,1.29,,4.1,0.8,0.38,D,,,,,,,R,5842.42,1.07,,3.6,0.8,0.43,D,5842.42,1.07,,3.6,0.8,0.43,D,5842.19,0.75,,15.6,0.1,0.38,D,5842.44,1.07,,6.4,0.8,0.34,D,,,1,9.9,,,L,,,,,,,R,5842.18,0,,4.8,0.8,0.42,D,5842.4,0.12,,5.1,1.4,0.27,D,5842.02,1.11,,10.5,1.5,0.37,D,5842.24,0.46,,18.4,1.9,0.45,D,5842.32,1.14,,9.3,0.7,0.44,D,5842.18,1.06,,2.8,0.7,0.33,D,,,,,,,R
159,5843.50 ,43.40 ,0.85 ,17.46 ,0.34 ,5843.55,0,,11.1,1.1,0.37,D,,,1,7.8,,,L,5843.25,0.27,,1.6,0.3,0.27,D,5843.46,0.8,,4.7,0.5,0.28,D,,,1,0.9,,,L,,,1,2.5,,,L,5843.56,0.33,,2.3,0.2,0.25,D,,,1,3,,,L,,,1,2.2,,,L,,,1,2,,,L,5843.69,0.67,,3.3,0.7,0.21,D,,,1,3.6,,,L,,,1,2.9,,,L,,,1,2.9,,,L,5843.53,1.37,,24.5,1.2,0.42,D,5843.57,0.58,,9.4,2.3,0.24,D,,,1,16.5,,,L,,,,,,,R,5843.52,1.14,,5.3,0.5,0.41,D,5843.38,1,,4.5,1.2,0.31,D,5843.53,,,18.2,1.5,0.46,D,5843.37,,,16.5,2,0.31,D,5843.59,0.92,,5.3,0.7,0.26,D,5843.52,1.38,,7.5,0.7,0.42,D,5843.63,1.3,,7.9,1.2,0.52,D
